advanced	http://www.codingexplorer.com/execution-states-swift-ios-app	Execution States for a Swift iOS App			20141031	0		0	0																																																																																																																																																																																																																	
advanced	http://www.codingexplorer.com/swiftly-getting-human-readable-date-nsdateformatter	Swiftly getting a human-readable date with NSDateFormatter			20141222	0		0	0																																																																																																																																																																																																																	
advanced	http://www.ioscreator.com/tutorials/custom-collection-view-cell-tutorial-ios8-swift	Custom Collection View Cell Tutorial in iOS8			20141229	0		0	0																																																																																																																																																																																																																	
advanced	http://www.shrikar.com/blog/2014/12/28/swift-tutorial-corelocation-and-region-monitoring-in-ios-8	CoreLocation and Region Monitoring in iOS 8	CoreLocation		20141228	0		0	0																																																																																																																																																																																																																	
advanced	http://www.shrikar.com/blog/2014/12/06/ios-app-as-a-money-making-machine-using-iad-app-monetization-technique	iOS App as a Money Making Machine Using iAd App Monetization Technique			20141206	0		0	0																																																																																																																																																																																																																	
advanced	http://www.shrikar.com/blog/2014/11/06/ios-app-development-upload-images-to-aws-s3	iOS App Development : Upload Images to AWS S3			20141106	0		0	0																																																																																																																																																																																																																	
advanced	http://sketchytech.blogspot.com/2014/12/swift-notes-on-relative-positioning-and.html	Notes on the relative positioning and transformation of layers and sublayers (CALayer, frame, bounds, transform, position, Xcode)	CALayer		20141210	0		0	0																																																																																																																																																																																																																	
advanced	http://sketchytech.blogspot.com/2014/12/the-inspiration-of-hexagons-for-drawing.html	The Inspiration of Hexagons for Drawing in 3D			20141205	0		0	0																																																																																																																																																																																																																	
advanced	http://2014.funswiftconf.com	2014 Functional Swift Conf	functional		20141206	0		0	0																																																																																																																																																																																																																	
advanced	http://blog.human-friendly.com/how-i-handle-optionals-in-swift	How I Handle Optionals In Swift			20141220	0		0	0																																																																																																																																																																																																																	
advanced	http://blog.human-friendly.com/swift-optimisation-again-slides-from-swift-london-21st-october-2014	Swift Optimisation Again - Slides from Swift London 21st October 2014	video:optimization		20141021	0		0	0																																																																																																																																																																																																																	
advanced	http://commandshift.co.uk/blog/2014/10/10/functional-functions	Functional Functions	functional		20141012	0		0	0																																																																																																																																																																																																																	
advanced	http://corinnekrych.blogspot.com/2014/07/http-stubs-lets-go-swift-swizzling.html	Http Stubs: let's go Swift Swizzling!	networking		20140730	0		0	0																																																																																																																																																																																																																	
advanced	http://developer.apple.com/swift/blog/?id=12	Optionals Case Study: valuesForKeys	SwiftLang		20140826	0		0	0																																																																																																																																																																																																																	
advanced	http://developer.apple.com/swift/blog/?id=17	Failable Initializers	SwiftLang		20141020	0		0	0																																																																																																																																																																																																																	
advanced	http://drewag.me/posts/practical-use-for-curried-functions-in-swift	Practical Use for Curried Functions in Swift	functional		20140806	0		0	0																																																																																																																																																																																																																	
advanced	http://hugotunius.se/swift/ios/xcode/2014/08/19/custom-control-structures-in-swift.html	Custom Control Structures in Swift			20140819	0		0	0																																																																																																																																																																																																																	
advanced	http://jamesonquave.com/blog/core-data-in-swift-tutorial-part-1	Core Data in Swift Tutorial (Part 1)	CoreData		20141006	0		0	0																																																																																																																																																																																																																	
advanced	http://jamesonquave.com/blog/core-data-in-swift-tutorial-part-2	Core Data in Swift Tutorial (Part 2)	CoreData		20141015	0		0	0																																																																																																																																																																																																																	
advanced	http://jamesonquave.com/blog/core-data-in-swift-tutorial-part-3	Core Data in Swift Tutorial (Part 3)	CoreData		20141030	0		0	0																																																																																																																																																																																																																	
advanced	http://jamesonquave.com/blog/core-data-migrations-swift-tutorial	Core Data Migrations Swift Tutorial	CoreData		20141215	0		0	0																																																																																																																																																																																																																	
advanced	http://jamesonquave.com/blog/running-swift-scripts-from-the-command-line	Running Swift Scripts From The Command Line	scripting		20140619	0		0	0																																																																																																																																																																																																																	
advanced	http://java.dzone.com/articles/real-time-fluid-dynamics-swift	Real Time Fluid Dynamics in Swift for iOS			20140903	0		0	0																																																																																																																																																																																																																	
advanced	http://java.dzone.com/articles/swift-and-core-data-saving	swift-and-core-data-saving	CoreData		20141104	0		0	0																																																																																																																																																																																																																	
advanced	http://leverich.github.io/swiftislikescala	Swift is a lot like Scala			20010101	0		0	0																																																																																																																																																																																																																	
advanced	http://medium.com/@glenyi/cardano-triplets-in-swift-114692293795	Cardano Triplets in Swift			20140824	0		0	0																																																																																																																																																																																																																	
advanced	http://medium.com/swift-programming/facets-of-swift-part-5-custom-operators-1080bc78ccc	Facets of Swift, Part 5: Custom Operators	SwiftLang:CustomOperators		20141005	0		0	0																																																																																																																																																																																																																	
advanced	http://memkite.com/blog/2014/12/15/data-parallel-programming-with-metal-and-swift-for-iphoneipad-gpu	Data-Parallel Programming with Metal and Swift for iPhone/iPad GPU	metal		20141215	0		0	0																																																																																																																																																																																																																	
advanced	http://memkite.com/blog/2014/12/18/gpgpu-performance-of-swiftmetal-vs-accelerate-on-iphone-6-5s-ipad-air-and-ipad-mini	GPGPU Performance of Swift/Metal vs Accelerate	metal		20141218	0		0	0																																																																																																																																																																																																																	
advanced	http://mikeash.com/pyblog/friday-qa-2014-07-18-exploring-swift-memory-layout.html	Exploring Swift Memory Layout			20140718	0		0	0																																																																																																																																																																																																																	
advanced	http://mikeash.com/pyblog/friday-qa-2014-08-15-swift-name-mangling.html	Swift Name Mangling			20140808	0		0	0																																																																																																																																																																																																																	
advanced	http://natecook.com/blog/2014/10/loopy-random-enum-ideas	Loopy, Random Ideas for Extending 'enum'	enum		20141008	0		0	0																																																																																																																																																																																																																	
advanced	http://nshipster.com/swift-default-protocol-implementations	Swift Default Protocol Implementations			20140902	0		0	0																																																																																																																																																																																																																	
advanced	http://rasic.info/bindings-generics-swift-and-mvvm	Bindings, Generics, Swift and MVVM	generics:mvvm		20141210	0		0	0																																																																																																																																																																																																																	
advanced	http://roadfiresoftware.com/2014/08/a-safer-approach-to-json-parsing-in-swift	A safer approach to JSON parsing in Swift	json		20140826	0		0	0																																																																																																																																																																																																																	
advanced	http://robots.thoughtbot.com/introduction-to-function-currying-in-swift	Introduction to Function Currying in Swift	functional:currying		20141211	0		0	0																																																																																																																																																																																																																	
advanced	http://robots.thoughtbot.com/using-the-dropbox-objectivec-api-in-swift	Using the Dropbox Objective-C API in Swift			20141208	0		0	0																																																																																																																																																																																																																	
advanced	http://sketchytech.blogspot.com/2014/12/swift-quiet-affair-of-fallible.html	The quiet affair of the failable initializer and the nil coalescing operator			20141216	0		0	0																																																																																																																																																																																																																	
advanced	http://www.cimgf.com/2014/11/05/swift-and-valueforkeypath-you-cant-keep-a-good-api-down	Swift And ValueForKeypath: You Can’t Keep A Good API Down!			20141105	0		0	0																																																																																																																																																																																																																	
advanced	http://www.codingexplorer.com/custom-operators-swift	Custom Operators	CustomOperators		20141209	0		0	0																																																																																																																																																																																																																	
advanced	http://www.codingexplorer.com/swift-operator-overloading	Operator Overloading	CustomOperators		20141013	0		0	0																																																																																																																																																																																																																	
advanced	http://www.ioscreator.com/tutorials/draw-gradients-core-graphics-ios8-swift	Draw Gradients with Core Graphics in iOS8 with Swift			20141029	0		0	0																																																																																																																																																																																																																	
advanced	http://www.iosmike.com/2014/08/unit-testing-viewcontrollers-in-swift.html	Unit Testing ViewControllers In Swift With IOS 8 And Xcode 6	testing		20141018	0		0	0																																																																																																																																																																																																																	
advanced	http://www.jessesquires.com/swift-failable-initializers	Swift Failable Initializers			20141022	0		0	0																																																																																																																																																																																																																	
advanced	http://www.juliusparishy.com/articles/2014/12/14/adopting-map-reduce-in-swift	Adopting map() & reduce() in Swift	functional:map:reduce		20010101	0		0	0																																																																																																																																																																																																																	
advanced	http://www.juliusparishy.com/articles/2014/12/5/variable-types-in-swift-for-objective-c-developers	Variable Types in Swift for Objective-C Developers			20010101	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/1.html	Decomposing Arrays	functional		20010101	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/2.html	Function Composition	functional		20010101	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/3.html	Functional Quicksort	functional		20010101	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/4.html	Flattening and mapping arrays	functional		20010101	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/5.html	Reduce	functional:reduce		20010101	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/6.html	Currying	functional:currying		20010101	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/7.html	Applicative Functors	functional		20010101	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/8.html	Wrapper Types	functional		20010101	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/9.html	Map for Optionals	functional:map		20010101	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/10.html	Permutations	functional:random		20010101	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/11.html	Lightweight API Wrappers	functional		20010101	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/12.html	Enums instead of Booleans	functional		20010101	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/13.html	Phantom Types	functional		20150110	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/14.html	Flattening and Mapping Optionals	functional		20150114	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/15.html	Combined pattern-matching	functional		20150119	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/16.html	Typed Notification Observers	functional		20150126	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/17.html	Caesar ciphers	functional		20150202	0		0	0																																																																																																																																																																																																																	
advanced	http://www.objc.io/snippets/18.html	Unwrapping multiple optionals	functional		20150217	0		0	0																																																																																																																																																																																																																	
advanced	http://www.olliewilliams.org/blog/2014/12/23/parsing-json	Parsing JSON	json		20141223	0		0	0																																																																																																																																																																																																																	
advanced	http://www.pumpmybicep.com/2014/06/24/resolving-arc-strong-reference-cycles-in-swift	Resolving ARC Strong Reference Cycles in Swift			20140624	0		0	0																																																																																																																																																																																																																	
advanced	http://www.raywenderlich.com/76341/use-nsoperation-nsoperationqueue-swift	NSOperation and NSOperationQueue Tutorial in Swift	NSOperation:concurrency		20141209	0		0	0																																																																																																																																																																																																																	
advanced	http://www.raywenderlich.com/81399/ios-8-metal-tutorial-swift-moving-to-3d	iOS 8 Metal Tutorial with Swift Part 2: Moving to 3D	metal		20141030	0		0	0																																																																																																																																																																																																																	
advanced	http://www.raywenderlich.com/86365/asyncdisplaykit-tutorial-achieving-60-fps-scrolling	AsyncDisplayKit Tutorial: Achieving 60 FPS scrolling			20141120	0		0	0																																																																																																																																																																																																																	
advanced	http://www.raywenderlich.com/87543/video-tutorial-introduction-cloudkit-series-introduction	Video Tutorial: Introduction to CloudKit Part 1: Series Introduction	video		20141103	0		0	0																																																																																																																																																																																																																	
advanced	http://www.raywenderlich.com/88707/swift-functional-programming-matter-tech-talk-video	Swift, Functional Programming, and Does It Matter Tech Talk Video	video:functional		20141112	0		0	0																																																																																																																																																																																																																	
advanced	http://www.screaming.org/blog/2014/08/15/lets-build-a-browser-engine-in-swift	Let's Build a Browser Engine in Swift			20140815	0		0	0																																																																																																																																																																																																																	
advanced	http://www.screaming.org/blog/2014/08/22/toy-layout-engine-2	Let's Build a Browser Engine in Swift, Part 2			20140822	0		0	0																																																																																																																																																																																																																	
advanced	http://www.weheartswift.com/introduction-scenekit-part-1	Introduction To SceneKit – Part 1	SceneKit		20141027	0		0	0																																																																																																																																																																																																																	
advanced	http://www.weheartswift.com/introduction-scenekit-part-2	Introduction To SceneKit – Part 2	SceneKit		20141111	0		0	0																																																																																																																																																																																																																	
advanced	http://www.weheartswift.com/introduction-scenekit-part-3	Introduction To SceneKit – Part 3	SceneKit		20141205	0		0	0																																																																																																																																																																																																																	
advanced	http://www.youtube.com/watch?v=_ZenKrXkj74	Functional Programming in Swift	functional		20140911	0		0	0																																																																																																																																																																																																																	
libs	https://github.com/Alamofire/Alamofire	Elegant Networking in Swift	networking:Alamofire		20010101	0		0	0																																																																																																																																																																																																																	
libs	https://github.com/ankurp/Dollar.swift	A functional tool-belt for Swift Language similar to Lo-Dash or Underscore in Javascript	functional		20010101	0		0	0																																																																																																																																																																																																																	
libs	https://github.com/croath/UIImageView-BetterFace-Swift	UIImageView-BetterFace-Swift	UIImageView		20010101	0		0	0																																																																																																																																																																																																																	
libs	https://github.com/indragiek/SwiftAutoLayout	Tiny Swift DSL for Autolayout	AutoLayout:DSL		20010101	0		0	0																																																																																																																																																																																																																	
libs	https://github.com/kylef/QueryKit	A simple CoreData query language for Swift	CoreData		20010101	0		0	0																																																																																																																																																																																																																	
libs	https://github.com/lexrus/LTBouncyPlaceholder	A learning-by-doing UITextField extension	UITextField		20010101	0		0	0																																																																																																																																																																																																																	
libs	https://github.com/lexrus/LTMorphingLabel	Cloning the original Morphing Label of iOS 8 introduced in WWDC 2014			20010101	0		0	0																																																																																																																																																																																																																	
libs	https://github.com/mattdonnelly/Swifter	Twitter Framework	twitter		20010101	0		0	0																																																																																																																																																																																																																	
